,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4798,4799,2011-07-23,fall,0,7,20,0,Saturday,No,Clear,0.82,0.8029999999999999,0.59,0.2239,47.0,98.0,145.0
4799,4800,2011-07-23,fall,0,7,21,0,Saturday,No,,0.82,0.8029999999999999,0.59,0.2239,39.0,115.0,
4800,4801,2011-07-23,fall,0,7,22,0,Saturday,No,Clear,0.8,0.7727,,0.19399999999999998,37.0,88.0,125.0
4801,4802,2011-07-23,fall,0,7,23,0,Saturday,No,Clear,,0.7727,0.59,0.1045,27.0,77.0,104.0
4802,4803,2011-07-24,fall,0,7,0,0,Sunday,No,Clear,0.8,0.7727,0.59,,42.0,77.0,119.0
4803,4804,2011-07-24,fall,0,7,1,0,Sunday,No,Clear,0.78,0.7576,0.66,0.1045,33.0,63.0,96.0
4804,4805,2011-07-24,fall,0,7,2,0,Sunday,No,,0.8,0.7879,,0.0896,12.0,,
4805,4806,2011-07-24,fall,0,7,3,0,Sunday,No,Clear,0.8,0.7879,0.63,0.0896,,20.0,37.0
4806,4807,2011-07-24,fall,0,7,4,0,Sunday,No,Clear,0.78,0.7576,0.66,0.1045,1.0,5.0,6.0
4807,4808,2011-07-24,fall,0,7,5,0,Sunday,No,Clear,,0.7576,0.66,0.0896,5.0,3.0,8.0
4808,4809,2011-07-24,fall,0,7,6,0,Sunday,No,Cloudy,0.8,0.7879,0.63,0.0896,9.0,13.0,22.0
4809,4810,2011-07-24,fall,0,7,7,0,Sunday,No,Clear,0.8,0.7727,,0.1343,6.0,29.0,35.0
4810,4811,2011-07-24,fall,0,7,8,0,Sunday,No,Clear,0.82,0.7879,0.56,0.2836,22.0,82.0,
4811,4812,2011-07-24,fall,0,7,9,0,Sunday,No,Clear,0.82,0.7879,0.56,0.3881,42.0,112.0,154.0
4812,4813,2011-07-24,fall,0,7,10,0,Sunday,No,Clear,0.86,,0.5,0.3284,61.0,165.0,226.0
4813,4814,2011-07-24,fall,0,7,11,0,Sunday,No,,0.84,,0.53,,74.0,169.0,243.0
4814,4815,2011-07-24,fall,0,7,12,0,Sunday,No,Clear,0.9,0.8636,0.45,0.1642,85.0,161.0,246.0
4815,4816,2011-07-24,fall,0,7,13,0,Sunday,No,,0.86,0.8029999999999999,0.47,0.2239,,162.0,252.0
4816,4817,2011-07-24,fall,0,7,14,0,Sunday,No,Clear,0.86,0.8182,0.5,0.2836,79.0,204.0,283.0
4817,4818,2011-07-24,fall,0,7,15,0,Sunday,No,Clear,0.9,0.8485,0.42,0.2537,68.0,,238.0
4818,4819,2011-07-24,fall,0,7,16,0,Sunday,No,Clear,,0.8485,0.42,0.2537,62.0,187.0,249.0
4819,4820,2011-07-24,fall,0,7,17,0,Sunday,No,Clear,0.9,0.8333,0.39,0.1045,75.0,174.0,
4820,4821,2011-07-24,fall,0,7,18,0,Sunday,No,Clear,0.88,0.8182,0.42,0.1642,67.0,176.0,243.0
4821,4822,2011-07-24,fall,0,7,19,0,Sunday,No,Clear,0.86,0.8029999999999999,0.47,0.1642,70.0,170.0,240.0
4822,4823,2011-07-24,fall,0,7,20,0,Sunday,No,Clear,0.84,0.7879,0.49,0.1642,52.0,143.0,195.0
4823,4824,2011-07-24,fall,0,7,21,0,Sunday,No,Clear,,,0.63,0.1343,42.0,111.0,153.0
4824,4825,2011-07-24,fall,0,7,22,0,Sunday,No,Clear,,0.7576,0.66,0.0,,75.0,98.0
4825,4826,2011-07-24,fall,0,7,23,0,Sunday,No,Cloudy,0.76,,0.7,0.0896,13.0,37.0,50.0
4826,4827,2011-07-25,fall,0,7,0,0,Monday,Yes,,0.76,0.7273,0.7,0.0,,,
4827,4828,2011-07-25,fall,0,7,1,0,Monday,Yes,Cloudy,0.76,0.7424,0.75,0.0896,4.0,8.0,12.0
4828,4829,2011-07-25,fall,0,7,2,0,Monday,Yes,Cloudy,0.74,0.7121,0.79,0.0896,3.0,3.0,
4829,4830,2011-07-25,fall,0,7,3,0,Monday,Yes,Clear,0.74,0.7121,0.79,0.0,2.0,,4.0
4830,4831,2011-07-25,fall,0,7,4,0,Monday,Yes,Clear,,0.7121,0.84,0.0896,,6.0,6.0
4831,4832,2011-07-25,fall,0,7,5,0,Monday,Yes,,,,0.84,0.0896,2.0,22.0,24.0
4832,4833,2011-07-25,fall,0,7,6,0,Monday,Yes,,0.72,0.7121,,0.0896,7.0,100.0,107.0
4833,4834,2011-07-25,fall,0,7,7,0,Monday,Yes,Cloudy,0.74,0.7121,0.79,0.0,20.0,257.0,277.0
4834,4835,2011-07-25,fall,0,7,8,0,Monday,Yes,Cloudy,0.76,0.7424,0.75,0.0,34.0,353.0,387.0
4835,4836,2011-07-25,fall,0,7,9,0,Monday,Yes,Clear,0.8,0.8029999999999999,0.66,0.0,11.0,124.0,135.0
4836,4837,2011-07-25,fall,0,7,10,0,Monday,Yes,Clear,0.82,0.8029999999999999,0.59,0.0,30.0,54.0,84.0
4837,4838,2011-07-25,fall,0,7,11,0,Monday,Yes,Cloudy,0.84,,0.59,0.19399999999999998,24.0,,107.0
4838,4839,2011-07-25,fall,0,7,12,0,Monday,Yes,Cloudy,,0.8333,0.59,,17.0,,67.0
4839,4840,2011-07-25,fall,0,7,13,0,Monday,Yes,Cloudy,0.74,0.7121,0.74,0.1343,14.0,64.0,78.0
4840,4841,2011-07-25,fall,0,7,14,0,Monday,Yes,Cloudy,0.72,,0.79,0.19399999999999998,28.0,62.0,90.0
4841,4842,2011-07-25,fall,0,7,15,0,Monday,Yes,Clear,,0.6667,,0.3881,16.0,96.0,112.0
4842,4843,2011-07-25,fall,0,7,16,0,Monday,Yes,Clear,0.7,,0.84,0.2239,37.0,161.0,198.0
4843,4844,2011-07-25,fall,0,7,17,0,Monday,Yes,Clear,0.72,0.6970000000000001,,0.0,48.0,437.0,485.0
4844,4845,2011-07-25,fall,0,7,18,0,Monday,Yes,Clear,0.74,,0.74,0.0896,60.0,473.0,533.0
4845,4846,2011-07-25,fall,0,7,19,0,Monday,Yes,Clear,0.74,0.6970000000000001,0.7,0.0896,62.0,324.0,386.0
4846,4847,2011-07-25,fall,0,7,20,0,Monday,Yes,Clear,0.72,0.6970000000000001,0.74,0.1343,55.0,247.0,302.0
4847,4848,2011-07-25,fall,0,7,21,0,Monday,Yes,Clear,0.7,0.6667,0.84,0.0,41.0,153.0,194.0
4848,4849,2011-07-25,fall,0,7,22,0,Monday,Yes,Clear,0.7,0.6667,0.84,0.0,13.0,112.0,
4849,4850,2011-07-25,fall,0,7,23,0,Monday,Yes,Clear,0.7,0.6667,0.84,0.0896,,64.0,87.0
4850,4851,2011-07-26,fall,0,7,0,0,Tuesday,Yes,Clear,0.7,0.6667,0.79,0.1045,8.0,20.0,28.0
4851,4852,2011-07-26,fall,0,7,1,0,Tuesday,Yes,Clear,0.7,,0.79,0.1045,6.0,6.0,12.0
4852,4853,2011-07-26,fall,0,7,2,0,Tuesday,Yes,Clear,0.68,0.6364,0.89,0.1045,1.0,6.0,7.0
4853,4854,2011-07-26,fall,0,7,3,0,Tuesday,Yes,Clear,0.68,0.6364,0.89,0.1343,2.0,2.0,
4854,4855,2011-07-26,fall,0,7,4,0,Tuesday,Yes,Clear,0.68,,0.88,0.1642,0.0,6.0,6.0
4855,4856,2011-07-26,fall,0,7,5,0,Tuesday,Yes,Clear,0.66,0.5909,0.89,0.0896,3.0,24.0,27.0
4856,4857,2011-07-26,fall,0,7,6,0,Tuesday,Yes,Clear,0.68,0.6364,0.83,0.2239,2.0,108.0,110.0
4857,4858,2011-07-26,fall,0,7,7,0,Tuesday,Yes,Clear,0.72,0.6818,,0.2836,30.0,288.0,318.0
4858,4859,2011-07-26,fall,0,7,8,0,Tuesday,Yes,Clear,0.74,0.6818,0.55,0.19399999999999998,32.0,392.0,424.0
4859,4860,2011-07-26,fall,0,7,9,0,Tuesday,Yes,Clear,0.76,0.6818,0.4,0.2239,25.0,162.0,187.0
4860,4861,2011-07-26,fall,0,7,10,0,Tuesday,Yes,Clear,0.8,0.6970000000000001,0.31,0.2239,42.0,96.0,138.0
4861,4862,2011-07-26,fall,0,7,11,0,Tuesday,Yes,Clear,,0.7121,0.3,0.0,49.0,102.0,151.0
4862,4863,2011-07-26,fall,0,7,12,0,Tuesday,Yes,Clear,0.84,0.7273,0.28,0.0,25.0,,147.0
4863,4864,2011-07-26,fall,0,7,13,0,Tuesday,Yes,Clear,0.84,0.7273,0.32,,43.0,139.0,
4864,4865,2011-07-26,fall,0,7,14,0,Tuesday,Yes,Clear,0.86,0.7424,0.3,0.2836,46.0,101.0,147.0
4865,4866,2011-07-26,fall,0,7,15,0,Tuesday,Yes,Clear,0.88,0.7576,0.28,0.3284,49.0,114.0,163.0
4866,4867,2011-07-26,fall,0,7,16,0,Tuesday,Yes,Clear,0.86,0.7576,0.36,0.2836,41.0,213.0,254.0
4867,4868,2011-07-26,fall,0,7,17,0,Tuesday,Yes,Clear,0.86,0.7576,0.36,0.3582,72.0,465.0,537.0
4868,4869,2011-07-26,fall,0,7,18,0,Tuesday,Yes,Clear,0.84,0.7424,0.39,,68.0,478.0,546.0
4869,4870,2011-07-26,fall,0,7,19,0,Tuesday,Yes,,0.82,0.7424,0.43,0.2985,69.0,329.0,398.0
4870,4871,2011-07-26,fall,0,7,20,0,Tuesday,Yes,,0.8,,0.46,0.2537,47.0,243.0,290.0
4871,4872,2011-07-26,fall,0,7,21,0,Tuesday,Yes,Clear,0.78,0.7121,0.49,,45.0,,267.0
4872,4873,2011-07-26,fall,0,7,22,0,Tuesday,Yes,Clear,0.76,0.6970000000000001,,0.1343,,131.0,158.0
4873,4874,2011-07-26,fall,0,7,23,0,Tuesday,Yes,,0.76,0.7121,0.58,0.1045,18.0,71.0,
4874,4875,2011-07-27,fall,0,7,0,0,Wednesday,Yes,Cloudy,0.78,0.7121,0.52,0.1642,19.0,26.0,45.0
4875,4876,2011-07-27,fall,0,7,1,0,Wednesday,Yes,Clear,0.78,0.7121,0.49,0.19399999999999998,1.0,9.0,10.0
4876,4877,2011-07-27,fall,0,7,2,0,Wednesday,Yes,Clear,0.76,0.6970000000000001,0.52,0.2985,1.0,5.0,6.0
4877,4878,2011-07-27,fall,0,7,3,0,Wednesday,Yes,Clear,0.72,0.6667,0.58,0.1642,0.0,4.0,4.0
4878,4879,2011-07-27,fall,0,7,4,0,Wednesday,Yes,Clear,0.72,0.6667,0.51,0.19399999999999998,1.0,3.0,4.0
4879,4880,2011-07-27,fall,0,7,5,0,Wednesday,Yes,,0.7,0.6515,0.54,0.2836,0.0,18.0,18.0
4880,4881,2011-07-27,fall,0,7,6,0,Wednesday,Yes,Clear,0.7,0.6515,0.54,0.2239,4.0,119.0,123.0
4881,4882,2011-07-27,fall,0,7,7,0,Wednesday,Yes,Clear,0.72,0.6667,0.48,0.2537,34.0,313.0,347.0
4882,4883,2011-07-27,fall,0,7,8,0,Wednesday,Yes,Clear,0.74,0.6667,0.42,0.2537,28.0,405.0,433.0
4883,4884,2011-07-27,fall,0,7,9,0,Wednesday,Yes,Clear,0.76,0.6667,0.35,,27.0,189.0,216.0
4884,4885,2011-07-27,fall,0,7,10,0,Wednesday,Yes,Clear,0.78,0.6818,0.33,0.0,32.0,82.0,114.0
4885,4886,2011-07-27,fall,0,7,11,0,Wednesday,Yes,Clear,0.8,0.6970000000000001,0.31,0.0,42.0,94.0,136.0
4886,4887,2011-07-27,fall,0,7,12,0,Wednesday,Yes,Clear,0.82,0.7121,0.3,0.2836,37.0,132.0,
4887,4888,2011-07-27,fall,0,7,13,0,Wednesday,Yes,Clear,0.84,0.7273,0.3,0.3582,,,180.0
4888,4889,2011-07-27,fall,0,7,14,0,Wednesday,Yes,Clear,0.84,0.7273,0.28,0.2239,20.0,107.0,
4889,4890,2011-07-27,fall,0,7,15,0,Wednesday,Yes,Clear,0.86,0.7424,0.26,0.2537,37.0,,
4890,4891,2011-07-27,fall,0,7,16,0,Wednesday,Yes,Clear,0.86,0.7273,0.25,0.1642,40.0,228.0,268.0
4891,4892,2011-07-27,fall,0,7,17,0,Wednesday,Yes,Clear,0.84,0.7121,0.26,0.2239,81.0,491.0,572.0
4892,4893,2011-07-27,fall,0,7,18,0,Wednesday,Yes,Clear,0.82,,0.28,0.1045,78.0,463.0,
4893,4894,2011-07-27,fall,0,7,19,0,Wednesday,Yes,Clear,0.8,0.6970000000000001,0.29,0.0896,87.0,288.0,375.0
4894,4895,2011-07-27,fall,0,7,20,0,Wednesday,Yes,Clear,0.76,0.6818,,0.2239,55.0,239.0,294.0
4895,4896,2011-07-27,fall,0,7,21,0,Wednesday,Yes,Clear,0.74,0.6667,0.48,0.1045,49.0,196.0,245.0
4896,4897,2011-07-27,fall,0,7,22,0,Wednesday,Yes,,0.72,0.6667,0.48,0.0,37.0,143.0,180.0
4897,4898,2011-07-27,fall,0,7,23,0,Wednesday,Yes,Clear,0.74,0.6667,0.45,0.0896,16.0,93.0,109.0
4898,4899,2011-07-28,fall,0,7,0,0,Thursday,Yes,Clear,0.7,0.6515,0.51,0.1343,14.0,31.0,
4899,4900,2011-07-28,fall,0,7,1,0,Thursday,Yes,Clear,0.72,0.6667,0.51,0.0,3.0,26.0,29.0
4900,4901,2011-07-28,fall,0,7,2,0,Thursday,Yes,Clear,0.72,0.6667,0.54,0.1045,2.0,5.0,7.0
4901,4902,2011-07-28,fall,0,7,3,0,Thursday,Yes,Clear,0.72,0.6667,0.54,0.0,0.0,5.0,5.0
4902,4903,2011-07-28,fall,0,7,4,0,Thursday,Yes,Clear,0.7,0.6515,0.61,0.1045,0.0,6.0,6.0
4903,4904,2011-07-28,fall,0,7,5,0,Thursday,Yes,Clear,0.7,0.6515,0.65,0.1045,1.0,26.0,27.0
4904,4905,2011-07-28,fall,0,7,6,0,Thursday,Yes,Clear,0.7,0.6515,0.7,0.0896,6.0,110.0,116.0
4905,4906,2011-07-28,fall,0,7,7,0,Thursday,Yes,Clear,0.72,0.6818,0.7,0.1642,27.0,,305.0
4906,4907,2011-07-28,fall,0,7,8,0,Thursday,Yes,Clear,0.74,0.6970000000000001,,0.1642,47.0,409.0,456.0
4907,4908,2011-07-28,fall,0,7,9,0,Thursday,Yes,Clear,0.78,0.7424,0.59,0.19399999999999998,,189.0,210.0
4908,4909,2011-07-28,fall,0,7,10,0,Thursday,Yes,Clear,0.8,0.7576,0.55,0.2836,30.0,86.0,116.0
4909,4910,2011-07-28,fall,0,7,11,0,Thursday,Yes,Clear,0.84,0.8182,0.56,0.2836,41.0,113.0,154.0
4910,4911,2011-07-28,fall,0,7,12,0,Thursday,Yes,Clear,0.84,0.8029999999999999,0.53,0.2537,,,186.0
4911,4912,2011-07-28,fall,0,7,13,0,Thursday,Yes,Clear,0.86,,0.47,0.2537,26.0,126.0,152.0
4912,4913,2011-07-28,fall,0,7,14,0,Thursday,Yes,Cloudy,0.84,0.7879,0.49,0.2537,27.0,111.0,138.0
4913,4914,2011-07-28,fall,0,7,15,0,Thursday,Yes,Clear,0.86,,0.5,0.19399999999999998,,,146.0
4914,4915,2011-07-28,fall,0,7,16,0,Thursday,Yes,,0.86,0.8029999999999999,0.47,0.1642,42.0,214.0,256.0
4915,4916,2011-07-28,fall,0,7,17,0,Thursday,Yes,Clear,0.84,0.8029999999999999,0.53,0.19399999999999998,45.0,423.0,468.0
4916,4917,2011-07-28,fall,0,7,18,0,Thursday,Yes,,0.84,0.8182,0.56,,55.0,428.0,483.0
4917,4918,2011-07-28,fall,0,7,19,0,Thursday,Yes,Clear,0.82,0.8029999999999999,0.59,0.19399999999999998,37.0,285.0,322.0
4918,4919,2011-07-28,fall,0,7,20,0,Thursday,Yes,Clear,0.8,0.7879,,0.19399999999999998,41.0,,270.0
4919,4920,2011-07-28,fall,0,7,21,0,Thursday,Yes,,0.78,0.7576,0.66,0.2836,31.0,165.0,196.0
4920,4921,2011-07-28,fall,0,7,22,0,Thursday,Yes,Clear,0.76,,0.7,0.2537,25.0,149.0,174.0
4921,4922,2011-07-28,fall,0,7,23,0,Thursday,Yes,Clear,0.76,0.7424,0.75,0.19399999999999998,28.0,95.0,123.0
4922,4923,2011-07-29,fall,0,7,0,0,Friday,Yes,Clear,,0.7121,0.79,0.1642,12.0,45.0,57.0
4923,4924,2011-07-29,fall,0,7,1,0,Friday,Yes,Clear,0.74,0.7121,0.79,0.1343,12.0,22.0,34.0
4924,4925,2011-07-29,fall,0,7,2,0,Friday,Yes,Clear,0.74,0.7121,,0.0,3.0,10.0,13.0
4925,4926,2011-07-29,fall,0,7,3,0,Friday,Yes,Clear,,0.7121,0.79,0.0,2.0,9.0,11.0
4926,4927,2011-07-29,fall,0,7,4,0,Friday,Yes,Clear,0.72,0.7121,0.84,,2.0,4.0,6.0
4927,4928,2011-07-29,fall,0,7,5,0,Friday,Yes,Clear,0.72,0.7121,0.84,0.0,4.0,23.0,27.0
4928,4929,2011-07-29,fall,0,7,6,0,Friday,Yes,Cloudy,,0.7121,0.84,0.0,7.0,83.0,90.0
4929,4930,2011-07-29,fall,0,7,7,0,Friday,Yes,Cloudy,0.74,0.7121,0.79,0.0896,26.0,228.0,254.0
4930,4931,2011-07-29,fall,0,7,8,0,Friday,Yes,Cloudy,0.76,0.7727,0.77,0.0,30.0,354.0,
4931,4932,2011-07-29,fall,0,7,9,0,Friday,Yes,Clear,,0.8029999999999999,0.47,0.2537,28.0,151.0,
4932,4933,2011-07-29,fall,0,7,10,0,Friday,Yes,,,0.8485,,0.2836,37.0,69.0,106.0
4933,4934,2011-07-29,fall,0,7,11,0,Friday,Yes,Clear,,0.8788,0.4,0.2985,43.0,118.0,161.0
4934,4935,2011-07-29,fall,0,7,12,0,Friday,Yes,Clear,0.96,0.8636,0.31,0.2836,,95.0,135.0
4935,4936,2011-07-29,fall,0,7,13,0,Friday,Yes,Clear,0.94,0.8333,0.31,0.0,42.0,114.0,156.0
4936,4937,2011-07-29,fall,0,7,14,0,Friday,Yes,Clear,0.96,0.8636,0.3,0.2239,34.0,114.0,148.0
4937,4938,2011-07-29,fall,0,7,15,0,Friday,Yes,Clear,0.96,0.8636,0.3,0.2537,40.0,129.0,169.0
4938,4939,2011-07-29,fall,0,7,16,0,Friday,Yes,Clear,0.96,0.8636,0.3,0.3881,,198.0,233.0
4939,4940,2011-07-29,fall,0,7,17,0,Friday,Yes,Clear,0.96,0.8636,0.3,0.2985,47.0,374.0,421.0
4940,4941,2011-07-29,fall,0,7,18,0,Friday,Yes,Clear,0.92,0.8636,0.37,0.3284,49.0,313.0,362.0
4941,4942,2011-07-29,fall,0,7,19,0,Friday,Yes,Clear,0.9,,0.42,0.2239,22.0,219.0,241.0
4942,4943,2011-07-29,fall,0,7,20,0,Friday,Yes,Clear,,0.7879,0.41,0.3284,53.0,153.0,206.0
4943,4944,2011-07-29,fall,0,7,21,0,Friday,Yes,Clear,0.82,0.7576,0.46,0.1642,29.0,134.0,163.0
4944,4945,2011-07-29,fall,0,7,22,0,Friday,Yes,Clear,0.8,0.7424,,0.2239,47.0,127.0,174.0
4945,4946,2011-07-29,fall,0,7,23,0,Friday,Yes,Clear,0.78,0.7121,0.52,,26.0,90.0,116.0
4946,4947,2011-07-30,fall,0,7,0,0,Saturday,No,Clear,0.76,0.6970000000000001,0.55,0.19399999999999998,,73.0,
4947,4948,2011-07-30,fall,0,7,1,0,Saturday,No,,0.76,0.6970000000000001,,0.0896,15.0,75.0,90.0
4948,4949,2011-07-30,fall,0,7,2,0,Saturday,No,Clear,0.76,0.6970000000000001,0.55,0.1045,11.0,31.0,42.0
4949,4950,2011-07-30,fall,0,7,3,0,Saturday,No,Clear,0.74,0.6818,0.62,0.1642,18.0,25.0,43.0
4950,4951,2011-07-30,fall,0,7,4,0,Saturday,No,Clear,0.72,0.6818,0.66,0.1642,4.0,6.0,10.0
4951,4952,2011-07-30,fall,0,7,5,0,Saturday,No,Clear,0.72,0.6818,0.7,0.2836,,9.0,13.0
4952,4953,2011-07-30,fall,0,7,6,0,Saturday,No,,,0.6818,0.7,0.2985,6.0,18.0,24.0
4953,4954,2011-07-30,fall,0,7,7,0,Saturday,No,Clear,0.76,0.7273,0.66,0.19399999999999998,3.0,,42.0
4954,4955,2011-07-30,fall,0,7,8,0,Saturday,No,Clear,0.78,0.7424,0.59,0.2239,27.0,87.0,114.0
4955,4956,2011-07-30,fall,0,7,9,0,Saturday,No,Clear,,0.7576,0.46,0.2985,49.0,125.0,174.0
4956,4957,2011-07-30,fall,0,7,10,0,Saturday,No,,0.82,0.7424,0.41,0.2985,79.0,182.0,261.0
4957,4958,2011-07-30,fall,0,7,11,0,Saturday,No,Clear,0.84,,0.36,,111.0,,317.0
4958,4959,2011-07-30,fall,0,7,12,0,Saturday,No,,0.84,0.7273,0.32,0.1642,111.0,230.0,341.0
4959,4960,2011-07-30,fall,0,7,13,0,Saturday,No,Clear,0.88,,,0.0,125.0,183.0,308.0
4960,4961,2011-07-30,fall,0,7,14,0,Saturday,No,Clear,0.9,0.7879,0.29,,112.0,193.0,305.0
4961,4962,2011-07-30,fall,0,7,15,0,Saturday,No,Clear,0.9,0.8029999999999999,0.31,0.1343,113.0,189.0,302.0
4962,4963,2011-07-30,fall,0,7,16,0,Saturday,No,Clear,,0.7879,0.27,0.2239,126.0,176.0,302.0
4963,4964,2011-07-30,fall,0,7,17,0,Saturday,No,,,0.7879,,0.1045,93.0,209.0,302.0
4964,4965,2011-07-30,fall,0,7,18,0,Saturday,No,Clear,0.88,0.7576,0.28,0.19399999999999998,92.0,207.0,299.0
4965,4966,2011-07-30,fall,0,7,19,0,Saturday,No,Clear,0.74,0.6515,0.33,0.2239,101.0,155.0,256.0
4966,4967,2011-07-30,fall,0,7,20,0,Saturday,No,Clear,0.82,,0.43,0.1343,74.0,132.0,206.0
4967,4968,2011-07-30,fall,0,7,21,0,Saturday,No,Clear,0.8,,0.49,0.1642,82.0,123.0,205.0
4968,4969,2011-07-30,fall,0,7,22,0,Saturday,No,Clear,0.78,0.7121,0.52,0.1045,80.0,129.0,209.0
4969,4970,2011-07-30,fall,0,7,23,0,Saturday,No,Clear,0.76,0.6970000000000001,0.55,0.0896,63.0,114.0,177.0
4970,4971,2011-07-31,fall,0,7,0,0,Sunday,No,Clear,0.76,0.6970000000000001,0.55,0.0896,,80.0,113.0
4971,4972,2011-07-31,fall,0,7,1,0,Sunday,No,Clear,0.74,0.6818,0.62,0.0896,8.0,71.0,79.0
4972,4973,2011-07-31,fall,0,7,2,0,Sunday,No,Clear,0.74,0.6970000000000001,0.66,0.0896,19.0,48.0,67.0
4973,4974,2011-07-31,fall,0,7,3,0,Sunday,No,Clear,0.74,0.6970000000000001,0.66,0.0,24.0,26.0,50.0
4974,4975,2011-07-31,fall,0,7,4,0,Sunday,No,Clear,0.72,,0.7,0.0,6.0,7.0,13.0
4975,4976,2011-07-31,fall,0,7,5,0,Sunday,No,Clear,0.72,,0.69,0.0,4.0,4.0,8.0
4976,4977,2011-07-31,fall,0,7,6,0,Sunday,No,Clear,0.74,0.6970000000000001,0.7,0.0,,8.0,13.0
4977,4978,2011-07-31,fall,0,7,7,0,Sunday,No,Clear,0.74,0.6818,0.58,0.1343,19.0,26.0,45.0
4978,4979,2011-07-31,fall,0,7,8,0,Sunday,No,Clear,0.76,0.6970000000000001,0.55,0.2239,54.0,88.0,142.0
4979,4980,2011-07-31,fall,0,7,9,0,Sunday,No,Clear,0.8,0.7424,0.49,0.0,55.0,128.0,183.0
4980,4981,2011-07-31,fall,0,7,10,0,Sunday,No,,0.84,,0.36,0.1642,,163.0,254.0
4981,4982,2011-07-31,fall,0,7,11,0,Sunday,No,Clear,0.86,,0.28,0.1642,,163.0,275.0
4982,4983,2011-07-31,fall,0,7,12,0,Sunday,No,Clear,0.9,0.7727,0.25,0.19399999999999998,146.0,192.0,338.0
4983,4984,2011-07-31,fall,0,7,13,0,Sunday,No,Clear,0.9,0.7727,0.24,0.1343,142.0,152.0,294.0
4984,4985,2011-07-31,fall,0,7,14,0,Sunday,No,Clear,0.9,0.7727,0.24,0.1642,,196.0,
4985,4986,2011-07-31,fall,0,7,15,0,Sunday,No,Clear,0.92,0.7727,0.18,0.2985,,184.0,293.0
4986,4987,2011-07-31,fall,0,7,16,0,Sunday,No,Clear,0.92,0.7727,0.17,0.2836,98.0,208.0,
4987,4988,2011-07-31,fall,0,7,17,0,Sunday,No,Clear,,0.7727,0.16,0.1642,114.0,,320.0
4988,4989,2011-07-31,fall,0,7,18,0,Sunday,No,Clear,0.86,,0.41,0.2836,91.0,213.0,304.0
4989,4990,2011-07-31,fall,0,7,19,0,Sunday,No,Clear,0.8,0.7576,0.55,0.3284,87.0,187.0,274.0
4990,4991,2011-07-31,fall,0,7,20,0,Sunday,No,Clear,0.8,0.7576,0.55,0.3284,70.0,205.0,275.0
4991,4992,2011-07-31,fall,0,7,21,0,Sunday,No,Clear,0.78,0.7424,0.59,0.2985,68.0,96.0,164.0
4992,4993,2011-07-31,fall,0,7,22,0,Sunday,No,Clear,0.74,0.6970000000000001,0.7,0.2985,25.0,71.0,96.0
4993,4994,2011-07-31,fall,0,7,23,0,Sunday,No,Clear,0.74,0.6970000000000001,0.66,0.2239,14.0,56.0,70.0
4994,4995,2011-08-01,fall,0,8,0,0,Monday,Yes,Clear,0.72,0.6818,0.7,0.2239,,,29.0
4995,4996,2011-08-01,fall,0,8,1,0,Monday,Yes,Clear,0.72,0.6970000000000001,0.74,0.19399999999999998,5.0,12.0,17.0
4996,4997,2011-08-01,fall,0,8,2,0,Monday,Yes,Clear,0.7,,0.74,0.1045,4.0,7.0,11.0
4997,4998,2011-08-01,fall,0,8,3,0,Monday,Yes,,0.7,0.6667,0.79,0.1642,0.0,4.0,4.0
4998,4999,2011-08-01,fall,0,8,4,0,Monday,Yes,Clear,0.66,0.6061,0.83,0.1343,2.0,2.0,4.0
4999,5000,2011-08-01,fall,0,8,5,0,Monday,Yes,Clear,0.66,0.6061,0.83,0.1045,2.0,24.0,26.0
5000,5001,2011-08-01,fall,0,8,6,0,Monday,Yes,,0.66,0.6061,0.83,0.0896,3.0,,100.0
5001,5002,2011-08-01,fall,0,8,7,0,Monday,Yes,Clear,0.74,0.6818,0.62,0.0,24.0,258.0,282.0
5002,5003,2011-08-01,fall,0,8,8,0,Monday,Yes,Clear,0.8,0.7273,,0.19399999999999998,35.0,347.0,
5003,5004,2011-08-01,fall,0,8,9,0,Monday,Yes,Clear,0.82,0.7424,0.41,0.0,27.0,139.0,166.0
5004,5005,2011-08-01,fall,0,8,10,0,Monday,Yes,Clear,0.86,0.7576,0.36,0.1642,27.0,70.0,97.0
5005,5006,2011-08-01,fall,0,8,11,0,Monday,Yes,Clear,0.88,0.7727,0.32,,53.0,,119.0
5006,5007,2011-08-01,fall,0,8,12,0,Monday,Yes,Clear,0.9,0.8029999999999999,0.33,,53.0,115.0,168.0
5007,5008,2011-08-01,fall,0,8,13,0,Monday,Yes,Clear,0.9,0.8029999999999999,0.31,0.2985,38.0,112.0,150.0
5008,5009,2011-08-01,fall,0,8,14,0,Monday,Yes,Clear,0.92,0.8182,0.29,0.19399999999999998,37.0,86.0,123.0
5009,5010,2011-08-01,fall,0,8,15,0,Monday,Yes,Clear,0.9,0.7879,0.27,0.0,,77.0,129.0
5010,5011,2011-08-01,fall,0,8,16,0,Monday,Yes,,0.9,0.7879,0.27,,34.0,197.0,231.0
5011,5012,2011-08-01,fall,0,8,17,0,Monday,Yes,Clear,0.76,0.6818,0.45,0.2985,69.0,445.0,514.0
5012,5013,2011-08-01,fall,0,8,18,0,Monday,Yes,Clear,0.78,0.6970000000000001,0.43,0.19399999999999998,68.0,475.0,543.0
